253,1,19,1,590
254,1,34,1,214
255,1,51,4,774
256,1,27,3,561
257,1,73,4,971
258,1,14,3,697
259,0,58,3,982
260,0,20,6,193
261,0,13,6,608
262,0,34,4,841
263,1,35,4,644
264,1,51,1,938
265,1,58,2,472
267,1,24,6,358
268,1,51,4,931
269,1,41,6,420
270,0,22,6,191
271,0,14,2,198
272,0,22,6,841
273,0,26,4,182
275,0,27,3,462
276,0,16,2,742
277,0,77,3,198
278,0,36,6,607
279,0,49,3,884
280,0,24,2,548
281,0,35,4,863
283,1,28,3,254
284,0,19,6,947
285,1,58,4,367
286,0,13,4,88
287,0,27,3,644
291,1,49,2,765
292,1,6,2,458
293,0,38,1,542
294,1,44,3,337
296,1,24,2,39
298,1,52,1,229
299,0,44,3,8
300,0,45,1,997
301,1,14,2,162
302,0,55,3,359
303,0,29,3,755
304,1,52,6,125
305,0,17,2,198
306,0,65,3,360
308,0,70,1,11
309,1,13,2,591
310,1,8,4,909
311,1,5,4,997
312,0,38,3,561
314,1,15,4,385
315,0,5,2,837
316,0,43,3,55
317,1,24,2,474
318,0,26,2,765
319,0,10,4,348
320,0,46,6,347
324,0,4,6,7
325,1,67,6,919
326,0,53,6,382
328,0,67,3,805
329,0,28,3,162
330,1,44,2,949
331,1,69,2,871
332,1,24,4,474
333,0,61,2,27
335,0,66,1,575
336,1,45,4,398
337,1,61,1,516
338,0,5,4,336
339,0,48,6,497
340,0,29,1,750
341,0,9,2,978
343,1,51,2,390
344,0,7,4,680
345,1,8,6,684
346,0,46,2,887
347,0,14,1,78
348,0,70,4,941
349,1,41,2,94
350,0,24,4,746
351,0,17,3,764
352,0,12,4,630
353,0,20,4,506
355,0,54,3,284
356,0,57,3,241
358,1,72,1,289
360,1,20,1,227
361,1,56,1,714
362,0,15,3,112
363,0,30,2,478
364,1,71,6,265
365,0,21,3,728
366,0,48,2,206
367,0,27,3,693
369,0,50,4,983
370,1,42,2,186
371,1,32,6,257
372,1,65,2,344
373,0,69,4,631
374,1,35,1,8
375,1,11,4,737
377,1,56,6,381
379,0,31,6,562
380,1,47,4,59
381,0,64,3,193
382,0,26,4,602
383,1,13,4,41
384,1,66,1,386
385,1,68,3,48
386,1,64,2,269
387,1,13,4,63
388,1,54,1,487
390,0,72,1,698
391,1,22,6,313
392,1,48,6,814
393,1,61,1,624
394,1,65,1,924
395,1,44,3,941
396,0,45,4,586
397,0,16,3,117
398,0,47,3,53
399,1,64,4,562
400,1,56,3,514
401,0,67,1,814
404,1,16,1,599
407,0,70,1,214
408,1,61,2,13
409,0,65,4,907
411,0,63,1,29
412,0,63,1,835
413,0,65,1,234
414,1,21,2,544
415,0,31,3,617
416,1,49,3,532
417,1,3,4,607
418,1,63,3,472
419,1,74,2,596
420,0,77,3,584
421,1,20,3,135
422,0,30,3,3
424,1,48,4,638
425,0,54,2,737
426,1,3,3,411
429,1,54,3,409
430,0,69,2,232
431,0,64,6,172
432,0,22,6,897
433,1,74,3,166
434,0,43,2,387
435,0,44,6,295
436,0,4,1,364
437,1,38,1,403
438,0,40,1,145
439,1,25,6,182
440,1,27,4,469
441,1,39,2,276
442,1,70,3,727
443,1,23,6,548
445,1,29,6,248
446,0,32,2,225
447,1,30,4,166
448,1,53,1,471
449,0,8,3,528
450,1,12,6,515
451,0,13,1,73
452,1,46,1,492
453,0,39,4,54
454,1,64,2,968
456,1,11,6,488
457,1,59,2,343
458,1,69,1,561
459,1,18,1,996
460,1,62,1,395
461,1,44,1,470
462,0,55,6,482
465,1,35,6,429
466,0,72,3,751
469,0,41,4,159
471,1,78,3,14
473,1,48,1,142
474,0,22,4,394
475,1,6,1,804
476,0,40,6,127
477,1,23,6,56
478,1,48,4,80
479,0,28,2,176
481,0,17,3,143
482,1,71,4,391
483,0,37,3,350
484,1,5,1,623
485,1,58,1,462
486,0,56,1,169
487,1,20,1,90
488,1,10,2,387
489,1,52,1,321
490,1,23,2,676
491,0,12,1,915
492,1,77,4,340
493,1,75,1,82
494,1,60,6,218
495,1,27,6,784
496,0,23,3,802
497,1,76,2,297
499,1,14,2,348
500,1,41,4,697
501,1,3,2,286
502,0,21,1,238
503,0,70,2,75
505,1,13,4,487
506,1,69,4,989
507,1,76,3,505
508,0,34,3,35
510,1,39,3,860
511,1,9,1,289
512,1,61,6,190
513,1,46,1,433
514,0,30,1,181
515,1,47,2,780
516,1,6,6,720
517,1,8,4,338
518,1,45,6,841
519,1,10,1,889
520,1,48,6,608
521,0,76,2,624
522,0,70,6,71
523,1,68,3,585
524,1,13,4,449
525,1,72,6,444
526,1,23,4,891
527,0,66,1,364
528,1,4,6,211
529,1,14,1,159
530,1,74,4,69
531,1,27,3,551
532,0,26,3,973
535,1,62,3,310
538,1,3,2,13
539,0,13,6,605
540,1,39,6,408
541,0,11,4,575
542,0,4,2,97
543,0,21,3,955
545,0,8,3,60
546,1,3,4,334
547,0,77,3,208
549,0,57,3,682
550,1,60,6,843
551,0,39,2,767
552,0,65,1,773
553,1,30,2,867
554,0,12,4,829
556,0,53,1,683
558,0,55,4,370
559,0,12,2,793
560,1,67,6,443
561,0,77,4,664
563,0,61,2,661
564,1,69,1,771
569,1,78,1,290
571,1,68,6,553
572,1,63,6,704
574,0,39,4,969
575,0,32,1,769
576,1,74,3,649
578,0,5,2,106
579,0,37,4,966
580,1,12,2,269
581,0,35,1,28
583,0,48,6,152
584,1,66,6,537
586,1,65,3,93
588,0,5,1,648
589,1,45,4,241
590,1,17,2,114
591,1,70,1,277
592,0,20,1,784
593,0,27,2,530
594,1,8,6,637
595,0,71,1,801
596,1,48,1,797
597,1,68,2,137
598,0,30,3,242
599,1,49,6,154
600,1,36,3,458
602,0,15,3,535
605,1,75,6,674
606,1,50,2,735
609,0,37,2,125
610,1,14,6,664
611,0,40,1,333
612,1,53,3,530
613,1,14,2,60
615,0,69,1,597
616,0,8,4,197
617,1,37,3,844
618,1,48,1,441
619,0,53,2,47
620,1,15,3,410
621,0,47,3,406
622,0,65,4,492
623,1,11,3,174
624,1,25,3,705
625,1,69,3,726
626,1,28,2,501
627,1,34,3,404
628,1,7,1,321
629,1,15,4,394
630,1,21,6,995
631,1,4,3,811
632,1,10,2,81
633,1,74,3,682
635,0,50,1,44
636,1,13,3,930
637,1,15,4,522
638,0,59,4,227
639,1,22,1,300
640,1,44,1,506
641,1,64,1,953
642,1,78,6,82
643,0,78,4,565
644,0,36,4,981
645,0,26,2,326
646,1,56,3,849
647,1,11,4,151
648,0,44,3,343
649,0,72,1,979
650,1,15,6,728
651,1,26,3,8
654,1,5,6,69
655,1,23,2,162
656,0,17,3,911
658,1,78,2,469
659,0,70,6,44
660,0,75,6,525
661,0,12,6,37
662,0,8,2,844
663,0,44,1,218
664,1,15,2,693
665,0,70,4,245
666,1,44,6,100
668,0,57,6,203
670,0,18,1,578
671,0,55,1,983
672,0,20,3,77
673,0,59,2,194
674,1,7,2,791
675,0,7,6,857
676,1,11,1,233
677,0,7,6,567
679,0,60,1,124
682,0,45,4,673
684,0,76,6,431
685,1,60,4,639
688,1,7,4,705
689,1,17,2,245
691,0,25,1,176
692,1,58,6,282
693,0,12,6,35
695,0,65,2,183
696,0,37,6,639
697,1,16,2,367
700,0,51,3,527
701,0,40,2,736
702,0,73,4,126
703,1,19,2,592
704,1,75,4,369
706,0,42,3,176
707,1,18,6,382
708,0,42,2,153
709,0,47,4,709
710,1,65,6,79
712,0,45,6,278
713,0,36,4,399
714,1,36,3,661
715,1,31,3,715
716,1,36,3,322
718,1,47,2,567
719,1,3,1,846
720,0,54,4,767
721,0,10,3,462
722,0,55,3,240
723,1,69,4,332
724,1,50,2,365
725,0,62,2,330
726,1,65,2,131
727,0,56,2,197
728,0,7,2,315
729,0,9,2,40
730,1,36,4,568
731,1,3,6,979
733,0,64,6,924
734,0,48,3,832
735,1,60,1,836
736,0,34,1,244
738,1,55,2,18
739,1,42,1,87
740,1,11,1,349
741,0,78,1,319
742,1,24,3,675
744,1,19,4,382
745,0,52,3,435
747,0,19,2,279
749,0,5,2,840
750,1,37,1,944
751,1,10,2,383
752,0,29,3,9
753,1,47,4,464
754,0,43,4,216
755,1,48,2,158
756,1,26,2,179
757,1,6,4,158
758,0,14,4,706
759,0,75,3,464
760,1,34,4,349
761,1,23,4,900
762,0,75,6,917
764,0,44,6,264
765,0,50,4,132
766,1,22,3,731
767,1,47,1,786
768,1,5,4,693
770,1,36,2,315
771,1,38,6,686
772,0,31,4,289
773,1,73,6,320
774,1,40,1,49
775,0,68,2,807
776,0,78,4,719
777,0,57,6,214
778,0,74,6,242
780,0,39,6,892
781,0,78,3,417
783,1,16,2,338
784,0,16,4,340
785,0,71,3,300
786,0,47,6,846
787,0,48,6,505
788,1,6,1,736
789,1,61,6,417
790,1,75,4,246
791,0,35,1,665
793,1,38,1,725
794,0,24,1,997
795,1,62,6,248
796,1,8,6,344
797,1,26,6,832
798,0,32,1,339
799,0,37,3,919
800,0,5,4,345
802,0,52,3,681
803,0,35,6,969
804,0,27,3,577
805,0,72,1,124
807,0,16,4,592
809,1,5,2,6
810,0,45,6,659
811,0,19,3,62
812,1,55,2,228
813,0,21,4,169
814,1,52,1,642
815,0,59,1,232
816,1,8,6,301
817,0,59,2,116
818,1,63,2,378
819,1,33,1,380
821,0,23,1,251
822,0,26,3,785
823,1,59,4,558
824,0,25,2,783
825,0,64,1,903
826,1,6,1,508
827,1,7,6,503
828,1,8,4,863
829,0,39,6,458
831,0,46,2,485
832,1,63,3,874
833,1,42,2,8
834,1,70,2,486
835,1,39,4,495
836,1,17,3,734
837,1,65,2,287
838,0,64,6,554
839,1,37,1,458
840,1,62,1,317
841,0,33,1,60
843,1,42,3,711
844,1,78,2,319
845,0,13,2,766
846,0,77,2,733
847,0,30,6,858
848,0,23,2,101
849,1,58,6,536
850,1,36,1,400
852,0,60,3,239
853,1,68,4,580
854,1,49,1,869
855,1,73,2,341
856,1,58,6,303
857,1,20,2,127
858,0,63,2,304
859,1,19,1,31
860,1,11,4,336
861,0,22,6,420
862,1,74,3,941
863,1,60,6,666
864,1,18,4,690
865,0,69,4,931
866,1,25,1,969
867,0,5,4,700
869,0,11,1,315
870,1,33,4,604
871,0,56,1,538
872,1,41,2,748
873,1,53,4,822
874,0,8,2,233
875,0,5,4,700
876,1,7,3,652
878,1,68,6,250
879,0,21,2,87
880,0,78,3,128
882,1,76,6,884
884,1,41,3,572
886,1,46,6,234
887,0,5,4,717
888,1,54,1,765
889,0,26,4,88
891,1,68,6,560
892,1,74,3,788
893,1,42,3,995
895,1,6,3,8
896,1,21,1,351
898,0,46,6,106
899,0,58,3,744
900,1,24,1,338
901,0,9,1,520
902,0,33,3,744
903,0,23,2,502
904,0,42,3,193
905,1,33,6,693
906,1,46,1,309
907,0,13,2,569
908,0,33,3,173
909,1,73,3,535
910,1,16,6,833
912,0,29,2,227
914,1,70,1,963
915,0,23,2,476
916,1,17,2,331
917,0,16,3,15
918,1,24,3,194
919,0,20,6,850
921,0,27,2,468
923,0,63,4,637
925,1,9,6,925
927,0,61,6,981
929,0,25,4,817
930,1,49,4,962
931,1,14,3,418
932,1,12,4,24
933,0,8,1,353
934,0,28,6,503
935,0,45,2,677
937,1,71,3,950
938,0,46,4,550
939,1,35,1,649
940,0,3,3,588
941,0,56,4,779
942,1,47,4,673
943,1,24,6,96
944,1,31,1,999
945,1,66,2,974
946,0,47,2,398
947,1,19,6,776
948,1,15,2,223
949,1,11,1,321
950,0,73,3,187
952,0,39,1,278
953,0,76,6,221
954,1,40,2,371
955,1,26,1,831
956,1,18,2,777
958,1,66,2,982
959,0,36,4,65
961,0,38,1,159
962,1,40,2,664
963,0,39,1,508
964,1,29,4,44
966,1,76,3,783
967,1,5,4,471
968,1,74,2,542
969,1,57,1,428
970,0,60,2,529
971,0,4,2,420
972,0,4,3,636
974,1,47,3,822
975,1,17,6,435
976,0,30,2,263
978,0,68,1,545
979,0,31,2,403
981,0,24,6,563
982,1,29,6,703
983,1,63,6,785
984,1,36,3,113
985,0,59,6,371
986,0,72,1,370
988,1,38,6,938
989,0,36,6,532
990,1,34,4,166
991,1,58,3,742
992,1,5,3,667
993,1,25,3,13
994,1,13,6,979
995,1,49,6,521
996,1,15,2,126
997,0,23,2,728
998,1,32,2,943
999,0,66,1,651
